County,Cumulative Deaths by End of Month,New Deaths During Month,Cumulative Confirmed Cases by End of Month,New Confirmed Cases During Month,Month,Year,Latitude,Longitude,Median Income,Income per Capita,Number of Poeple in Poverty,Median Age,Total Population,Total White Population,Total Black Population,Total American Indian Population,Total Asian Poulation,Total Population Identifying as 2+ Races,Total Hispanic Population,Total Pop Using Public Transit,Land Area (mi^2),Population Density (persons/mi^2),New Cases/ 100k People,New Deaths/ 100k People
Merced,469,13,32339,116,Jun,2021,37.19,-120.72,56330.0,23677.0,50124.0,31.2,273661.0,139469.0,8190.0,2885.0,20881.0,16931.0,164836.0,948.0,1935,141.42687338501293,42.388210230906125,4.750402870704996
Modoc,4,1,557,53,Jun,2021,41.59,-120.72,51250.0,25578.0,1537.0,47.6,8853.0,7801.0,123.0,313.0,169.0,201.0,1317.0,0.0,3915,2.261302681992337,598.667118490907,11.295606009262396
Mono,3,0,1293,1,Jun,2021,37.94,-118.89,64924.0,37103.0,1720.0,39.5,14395.0,11966.0,81.0,407.0,633.0,641.0,3893.0,1286.0,3049,4.7212200721548045,6.946856547412296,0.0
Monterey,492,113,45059,171,Jun,2021,36.22,-121.24,76943.0,32122.0,50052.0,34.7,432977.0,209849.0,11162.0,3072.0,25186.0,29647.0,255512.0,2438.0,3281,131.96494971045414,39.49401469362114,26.098383978825662
Napa,81,0,10081,99,Jun,2021,38.51,-122.33,92219.0,46912.0,10163.0,41.8,138572.0,98614.0,2862.0,961.0,10485.0,9742.0,47300.0,940.0,748,185.2566844919786,71.44300435874491,0.0
Nevada,72,0,5159,146,Jun,2021,39.3,-120.76,68333.0,41079.0,9345.0,50.5,99417.0,91597.0,410.0,496.0,1108.0,4484.0,9480.0,81.0,958,103.77557411273486,146.8561714797268,0.0
Orange,5125,60,273636,1542,Jun,2021,33.7,-117.76,94441.0,43049.0,317682.0,38.3,3170345.0,1826960.0,54061.0,15552.0,667534.0,217089.0,1071393.0,27645.0,791,4008.0214917825538,48.63823968684796,1.892538509215874
Placer,299,6,25319,806,Jun,2021,39.06,-120.72,93677.0,46023.0,27745.0,42.2,391799.0,314938.0,6310.0,2204.0,31938.0,24914.0,55932.0,1830.0,1407,278.4641080312722,205.71772771242397,1.5313974767674243
Plumas,4,0,719,18,Jun,2021,40,-120.84,57233.0,34334.0,2310.0,51.9,18844.0,16679.0,279.0,350.0,232.0,941.0,1749.0,60.0,2553,7.381120250685468,95.5211207811505,0.0
Riverside,4536,94,307293,4454,Jun,2021,33.74,-115.99,70732.0,29913.0,300424.0,35.8,2437864.0,1358654.0,157908.0,18852.0,164464.0,190963.0,1204521.0,10987.0,7206,338.31029697474327,182.7009217905511,3.855834451798788
Sacramento,1676,32,110100,2074,Jun,2021,38.45,-121.34,70684.0,34078.0,210174.0,36.4,1537948.0,839349.0,148884.0,9505.0,256464.0,140768.0,360204.0,15579.0,965,1593.7284974093263,134.85501460387476,2.080694535836062
San Benito,63,0,6219,37,Jun,2021,36.6,-121.07,85808.0,33841.0,5709.0,35.7,61547.0,45157.0,523.0,527.0,1745.0,7315.0,37015.0,171.0,1389,44.31029517638589,60.116658813589616,0.0
San Bernardino,5003,245,303318,1421,Jun,2021,34.84,-116.18,65761.0,26402.0,315656.0,33.6,2162532.0,1212480.0,176523.0,18369.0,159917.0,202057.0,1163038.0,11534.0,20057,107.8193149523857,65.71001030273771,11.329312121161676
San Diego,3780,24,298167,2943,Jun,2021,33.03,-116.74,82426.0,39737.0,353841.0,36.1,3323970.0,2213608.0,164042.0,24373.0,398526.0,286106.0,1126266.0,42978.0,4207,790.1045875921084,88.53870522297133,0.7220281771496133
San Francisco,558,8,38409,116,Jun,2021,37.75,-122.44,119136.0,72041.0,87125.0,38.3,874784.0,392476.0,44930.0,3800.0,300339.0,62702.0,132865.0,161085.0,47,18612.425531914894,13.260416285620222,0.9145114679738083
San Joaquin,1409,26,77433,1076,Jun,2021,37.93,-121.27,68628.0,28928.0,100689.0,34.4,751615.0,387165.0,53116.0,4695.0,119446.0,106196.0,313385.0,5006.0,1391,540.3414809489576,143.1583989143378,3.4592178176326973
San Luis Obispo,256,0,22084,132,Jun,2021,35.39,-120.4,77948.0,38686.0,29547.0,39.5,282517.0,233297.0,4865.0,2383.0,10559.0,18720.0,64275.0,1274.0,3301,85.58527718873069,46.72285207615825,0.0
San Mateo,541,99,43178,321,Jun,2021,37.42,-122.33,128091.0,64450.0,46923.0,39.8,765623.0,369924.0,18104.0,3917.0,225027.0,57690.0,184490.0,41094.0,448,1708.9799107142858,41.92664013489668,12.93064602291206
Santa Barbara,456,0,35654,171,Jun,2021,34.65,-120.02,78925.0,38141.0,54621.0,33.8,444895.0,319547.0,8474.0,4941.0,24678.0,43286.0,203207.0,6141.0,2735,162.6672760511883,38.436035469043254,0.0
Santa Clara,2090,33,119733,0,Jun,2021,37.23,-121.7,130890.0,59297.0,135771.0,37.2,1924379.0,801381.0,47379.0,9990.0,724855.0,143857.0,482101.0,39110.0,1290,1491.7666666666667,0.0,1.7148389168661682
Santa Cruz,208,1,17055,119,Jun,2021,37.06,-122.01,89986.0,44278.0,31120.0,38.2,273170.0,195781.0,3472.0,1708.0,13563.0,19184.0,91876.0,2971.0,445,613.8651685393259,43.56261668558041,0.3660724091225244
Shasta,204,5,14224,240,Jun,2021,40.76,-122.04,57139.0,31049.0,26504.0,41.7,179267.0,152586.0,1912.0,4420.0,5772.0,10371.0,18566.0,410.0,3775,47.48794701986755,133.8785164029074,2.789135758393904
Sierra,0,0,72,5,Jun,2021,39.58,-120.52,52103.0,32533.0,271.0,54.0,2898.0,2722.0,3.0,69.0,0.0,16.0,293.0,4.0,953,3.0409233997901364,172.5327812284334,0.0
Siskiyou,29,8,2270,59,Jun,2021,41.59,-122.54,47403.0,29381.0,7294.0,47.7,43516.0,36195.0,668.0,1686.0,547.0,3434.0,5605.0,36.0,6278,6.931506849315069,135.58231455096976,18.38404265097895
Solano,268,12,34039,536,Jun,2021,38.27,-121.94,84638.0,36685.0,39388.0,38.3,444538.0,225258.0,60991.0,2531.0,69169.0,41339.0,119294.0,5671.0,822,540.8004866180048,120.57461904269151,2.6994317696124965
Sonoma,316,0,31363,714,Jun,2021,38.53,-122.89,86173.0,44071.0,43086.0,42.4,496801.0,360200.0,8266.0,4441.0,21239.0,34952.0,134024.0,3926.0,1576,315.2290609137056,143.7195174727909,0.0
Stanislaus,1001,11,63081,777,Jun,2021,37.56,-121,62873.0,27225.0,73072.0,34.3,546235.0,384703.0,16961.0,4738.0,32003.0,47592.0,256424.0,1692.0,1495,365.3745819397993,142.2464690105907,2.0137852755682077
Sutter,114,3,9731,123,Jun,2021,39.03,-121.69,63502.0,29495.0,12460.0,35.8,96315.0,61307.0,1894.0,1061.0,15997.0,9518.0,30101.0,404.0,602,159.99169435215947,127.7059648029902,3.1147796293412244
Tehama,63,0,5706,60,Jun,2021,40.13,-122.24,48895.0,29012.0,11922.0,40.6,64176.0,53987.0,420.0,865.0,1090.0,4452.0,16435.0,89.0,2950,21.75457627118644,93.49289454001496,0.0
Trinity,3,0,437,18,Jun,2021,40.65,-123.11,41780.0,26228.0,2860.0,52.4,12541.0,10694.0,65.0,722.0,244.0,332.0,933.0,61.0,3179,3.9449512425290973,143.52922414480506,0.0
Tulare,853,8,58820,504,Jun,2021,36.22,-118.8,52534.0,22092.0,99610.0,31.2,463955.0,309798.0,7606.0,5955.0,17310.0,37160.0,301919.0,1120.0,4824,96.1764096185738,108.63122501104633,1.7243051589054972
Tuolumne,64,1,4157,19,Jun,2021,38.03,-119.95,60509.0,35694.0,5564.0,48.7,54147.0,46905.0,1007.0,948.0,753.0,2789.0,6810.0,91.0,2221,24.379558757316524,35.08966332391453,1.8468243854691857
Ventura,1033,12,84454,483,Jun,2021,34.44,-119.09,89295.0,39403.0,74449.0,38.5,845599.0,637686.0,15422.0,6990.0,61239.0,71894.0,361648.0,3998.0,1843,458.8166033640803,57.11927284682219,1.4191123688651477
Yolo,213,3,14464,160,Jun,2021,38.68,-121.9,73746.0,36036.0,39197.0,31.1,218774.0,145299.0,5694.0,1420.0,31584.0,21326.0,69341.0,4097.0,1015,215.54088669950738,73.13483320687101,1.3712781226288315
Yuba,51,3,6326,140,Jun,2021,39.26,-121.35,59424.0,25774.0,11420.0,33.0,77524.0,56990.0,2632.0,1030.0,5631.0,7561.0,22318.0,175.0,632,122.66455696202532,180.58923688148187,3.8697693617460396
Alameda,1270,14,98955,7401,Jul,2021,37.65,-121.89,104888.0,49883.0,152060.0,37.8,1661584.0,631037.0,171922.0,11037.0,519249.0,130496.0,369546.0,114029.0,739,2248.4221921515564,445.4183477934309,0.8425694999470386
Alpine,0,0,89,0,Jul,2021,38.6,-119.82,85750.0,37690.0,139.0,47.6,1159.0,663.0,10.0,360.0,6.0,111.0,183.0,4.0,738,1.570460704607046,0.0,0.0
Amador,48,2,3956,168,Jul,2021,38.45,-120.66,65187.0,33897.0,2872.0,49.9,39023.0,33040.0,931.0,276.0,375.0,2834.0,5591.0,35.0,595,65.58487394957983,430.5153371088845,5.125182584629577
Butte,205,4,15484,918,Jul,2021,39.67,-121.6,54972.0,30700.0,39676.0,36.9,223344.0,178568.0,3866.0,2628.0,10743.0,15608.0,37585.0,1010.0,1636,136.51833740831296,411.02514506769825,1.7909592377677483
Calaveras,57,2,2356,145,Jul,2021,38.21,-120.55,67054.0,33027.0,5177.0,52.8,45828.0,40058.0,450.0,518.0,864.0,2912.0,5710.0,142.0,1020,44.92941176470588,316.4004538709959,4.3641441913240815
Colusa,16,1,2369,83,Jul,2021,39.18,-122.23,59427.0,27614.0,2540.0,35.4,21491.0,17012.0,330.0,239.0,201.0,2308.0,12840.0,13.0,1151,18.671589921807126,386.2081801684426,4.6531106044390675
Contra Costa,836,18,78880,6699,Jul,2021,37.92,-121.93,103997.0,50118.0,93021.0,39.9,1147788.0,608789.0,98569.0,5191.0,200159.0,104757.0,295791.0,56093.0,723,1587.5352697095436,583.6443663812481,1.5682338550324626
Del Norte,8,0,1656,208,Jul,2021,41.74,-123.9,49981.0,24361.0,4223.0,40.0,27692.0,20002.0,747.0,1943.0,880.0,2160.0,5552.0,31.0,1006,27.526838966202785,751.1194568828543,0.0
El Dorado,116,3,12102,892,Jul,2021,38.78,-120.52,83710.0,44651.0,16018.0,46.3,190345.0,164552.0,1586.0,1312.0,9111.0,8659.0,24773.0,926.0,1708,111.44320843091334,468.6227639286559,1.5760855289080355
Fresno,1744,17,114459,3275,Jul,2021,36.76,-119.65,57109.0,25757.0,202296.0,32.4,990204.0,597574.0,46182.0,11604.0,105302.0,84357.0,528293.0,3740.0,5959,166.16949152542372,330.73992833799906,1.716817948624728
Glenn,20,0,3069,63,Jul,2021,39.6,-122.39,51682.0,23715.0,4201.0,35.9,28060.0,22478.0,218.0,631.0,877.0,886.0,11828.0,24.0,1314,21.354642313546425,224.51888809693511,0.0
Humboldt,52,3,5200,629,Jul,2021,40.7,-123.88,49235.0,29584.0,26210.0,38.9,136101.0,107151.0,1558.0,6162.0,3948.0,10757.0,16228.0,996.0,3568,38.14489910313901,462.1567806261526,2.2042453765953223
Imperial,743,4,32012,666,Jul,2021,33.04,-115.37,46222.0,18064.0,38408.0,32.5,180580.0,102305.0,4716.0,2111.0,2599.0,19433.0,152880.0,435.0,4177,43.23198467799856,368.81160704396945,2.2150847269908076
Inyo,38,3,1467,46,Jul,2021,36.51,-117.41,59296.0,33404.0,1745.0,45.3,17930.0,13705.0,96.0,1924.0,279.0,1398.0,4115.0,60.0,10181,1.761123661722817,256.553262688232,16.731734523145565
Kern,1425,18,113216,2156,Jul,2021,35.34,-118.73,54851.0,23855.0,175902.0,31.9,892458.0,603368.0,48530.0,8462.0,43381.0,75215.0,480700.0,2266.0,8132,109.74643384161338,241.57999592137668,2.0169016357072267
Kings,249,4,24883,751,Jul,2021,36.07,-119.82,61556.0,22919.0,21908.0,32.0,151090.0,95764.0,9820.0,2232.0,5626.0,13228.0,82954.0,149.0,1389,108.77609791216703,497.05473558806005,2.647428684889801
Lake,66,10,4372,758,Jul,2021,39.1,-122.75,49254.0,29714.0,11057.0,45.3,64276.0,48712.0,1583.0,2540.0,940.0,3234.0,13667.0,160.0,1256,51.17515923566879,1179.2893148297965,15.557906528097579
Lassen,19,0,5495,85,Jul,2021,40.67,-120.59,56971.0,20928.0,2769.0,36.8,30600.0,24181.0,2713.0,794.0,471.0,1345.0,5893.0,26.0,4541,6.73860383175512,277.77777777777777,0.0
Los Angeles,24691,193,1303343,53103,Jul,2021,34.31,-118.23,71358.0,35685.0,1401656.0,36.7,10040682.0,4795186.0,810286.0,78132.0,1488626.0,729532.0,4851344.0,257977.0,4058,2474.293247905372,528.8784168246739,1.922180186565016
Madera,245,5,18173,546,Jul,2021,37.22,-119.77,61924.0,23212.0,28062.0,34.1,155925.0,94643.0,4919.0,2503.0,3362.0,11853.0,90958.0,224.0,2137,72.96443612540945,350.1683501683502,3.2066698733365397
Marin,239,7,15135,742,Jul,2021,38.07,-122.72,121671.0,74446.0,17522.0,47.1,259441.0,199068.0,6001.0,673.0,15060.0,17433.0,41737.0,10060.0,520,498.925,285.9995143404473,2.6981086258532767
Mariposa,7,0,500,33,Jul,2021,37.58,-119.91,50960.0,29882.0,2668.0,51.8,17319.0,15134.0,266.0,392.0,186.0,765.0,2041.0,99.0,1449,11.952380952380953,190.54217910964837,0.0
Mendocino,49,0,4575,375,Jul,2021,39.44,-123.39,52915.0,30351.0,13929.0,43.4,87110.0,69709.0,424.0,3789.0,1740.0,6565.0,22354.0,67.0,3506,24.845978322875073,430.490184823786,0.0
Merced,474,5,33252,924,Jul,2021,37.19,-120.72,56330.0,23677.0,50124.0,31.2,273661.0,139469.0,8190.0,2885.0,20881.0,16931.0,164836.0,948.0,1935,141.42687338501293,337.6440194254936,1.8270780271942293
Modoc,5,1,560,3,Jul,2021,41.59,-120.72,51250.0,25578.0,1537.0,47.6,8853.0,7801.0,123.0,313.0,169.0,201.0,1317.0,0.0,3915,2.261302681992337,33.88681802778719,11.295606009262396
Mono,3,0,1312,19,Jul,2021,37.94,-118.89,64924.0,37103.0,1720.0,39.5,14395.0,11966.0,81.0,407.0,633.0,641.0,3893.0,1286.0,3049,4.7212200721548045,131.9902744008336,0.0
Monterey,525,33,45801,747,Jul,2021,36.22,-121.24,76943.0,32122.0,50052.0,34.7,432977.0,209849.0,11162.0,3072.0,25186.0,29647.0,255512.0,2438.0,3281,131.96494971045414,172.5264852405555,7.621651958418115
Napa,82,1,10525,450,Jul,2021,38.51,-122.33,92219.0,46912.0,10163.0,41.8,138572.0,98614.0,2862.0,961.0,10485.0,9742.0,47300.0,940.0,748,185.2566844919786,324.74092890338596,0.721646508674191
Nevada,73,1,5767,616,Jul,2021,39.3,-120.76,68333.0,41079.0,9345.0,50.5,99417.0,91597.0,410.0,496.0,1108.0,4484.0,9480.0,81.0,958,103.77557411273486,619.612339941861,1.005864188217307
Orange,5144,20,282426,8865,Jul,2021,33.7,-117.76,94441.0,43049.0,317682.0,38.3,3170345.0,1826960.0,54061.0,15552.0,667534.0,217089.0,1071393.0,27645.0,791,4008.0214917825538,279.62256473664536,0.6308461697386246
Placer,306,7,27402,2129,Jul,2021,39.06,-120.72,93677.0,46023.0,27745.0,42.2,391799.0,314938.0,6310.0,2204.0,31938.0,24914.0,55932.0,1830.0,1407,278.4641080312722,543.390871339641,1.7866303895619946
Plumas,5,1,775,58,Jul,2021,40,-120.84,57233.0,34334.0,2310.0,51.9,18844.0,16679.0,279.0,350.0,232.0,941.0,1749.0,60.0,2553,7.381120250685468,307.79027807259604,5.306728932286139
Riverside,4562,27,316824,9519,Jul,2021,33.74,-115.99,70732.0,29913.0,300424.0,35.8,2437864.0,1358654.0,157908.0,18852.0,164464.0,190963.0,1204521.0,10987.0,7206,338.31029697474327,390.4647675177943,1.1075269170060347
Sacramento,1727,51,119162,9186,Jul,2021,38.45,-121.34,70684.0,34078.0,210174.0,36.4,1537948.0,839349.0,148884.0,9505.0,256464.0,140768.0,360204.0,15579.0,965,1593.7284974093263,597.2893751934396,3.316106916488724
San Benito,63,0,6383,167,Jul,2021,36.6,-121.07,85808.0,33841.0,5709.0,35.7,61547.0,45157.0,523.0,527.0,1745.0,7315.0,37015.0,171.0,1389,44.31029517638589,271.33735194241797,0.0
San Bernardino,5248,273,311939,8709,Jul,2021,34.84,-116.18,65761.0,26402.0,315656.0,33.6,2162532.0,1212480.0,176523.0,18369.0,159917.0,202057.0,1163038.0,11534.0,20057,107.8193149523857,402.72236433957977,12.62409064929444
San Diego,3798,18,315319,17289,Jul,2021,33.03,-116.74,82426.0,39737.0,353841.0,36.1,3323970.0,2213608.0,164042.0,24373.0,398526.0,286106.0,1126266.0,42978.0,4207,790.1045875921084,520.1310481141527,0.5415211328622099
San Francisco,562,4,43035,4673,Jul,2021,37.75,-122.44,119136.0,72041.0,87125.0,38.3,874784.0,392476.0,44930.0,3800.0,300339.0,62702.0,132865.0,161085.0,47,18612.425531914894,534.1890112302008,0.45725573398690417
San Joaquin,1461,52,81243,3875,Jul,2021,37.93,-121.27,68628.0,28928.0,100689.0,34.4,751615.0,387165.0,53116.0,4695.0,119446.0,106196.0,313385.0,5006.0,1391,540.3414809489576,515.5565016664116,6.918435635265395
San Luis Obispo,261,5,22897,818,Jul,2021,35.39,-120.4,77948.0,38686.0,29547.0,39.5,282517.0,233297.0,4865.0,2383.0,10559.0,18720.0,64275.0,1274.0,3301,85.58527718873069,289.5400984719504,1.769805002884782
San Mateo,548,11,45653,2568,Jul,2021,37.42,-122.33,128091.0,64450.0,46923.0,39.8,765623.0,369924.0,18104.0,3917.0,225027.0,57690.0,184490.0,41094.0,448,1708.9799107142858,335.41312107917344,1.436738446990229
Santa Barbara,469,13,37017,1368,Jul,2021,34.65,-120.02,78925.0,38141.0,54621.0,33.8,444895.0,319547.0,8474.0,4941.0,24678.0,43286.0,203207.0,6141.0,2735,162.6672760511883,307.48828375234604,2.922037784196271
Santa Clara,2183,93,124357,4663,Jul,2021,37.23,-121.7,130890.0,59297.0,135771.0,37.2,1924379.0,801381.0,47379.0,9990.0,724855.0,143857.0,482101.0,39110.0,1290,1491.7666666666667,242.31193543475584,4.832727856622838
Santa Cruz,207,0,17529,478,Jul,2021,37.06,-122.01,89986.0,44278.0,31120.0,38.2,273170.0,195781.0,3472.0,1708.0,13563.0,19184.0,91876.0,2971.0,445,613.8651685393259,174.98261156056668,0.0
Shasta,212,8,14807,601,Jul,2021,40.76,-122.04,57139.0,31049.0,26504.0,41.7,179267.0,152586.0,1912.0,4420.0,5772.0,10371.0,18566.0,410.0,3775,47.48794701986755,335.2541181589473,4.462617213430247
Sierra,0,0,83,11,Jul,2021,39.58,-120.52,52103.0,32533.0,271.0,54.0,2898.0,2722.0,3.0,69.0,0.0,16.0,293.0,4.0,953,3.0409233997901364,379.5721187025535,0.0
Siskiyou,31,2,2426,158,Jul,2021,41.59,-122.54,47403.0,29381.0,7294.0,47.7,43516.0,36195.0,668.0,1686.0,547.0,3434.0,5605.0,36.0,6278,6.931506849315069,363.08484235683426,4.596010662744738
Solano,260,0,36536,2532,Jul,2021,38.27,-121.94,84638.0,36685.0,39388.0,38.3,444538.0,225258.0,60991.0,2531.0,69169.0,41339.0,119294.0,5671.0,822,540.8004866180048,569.5801033882368,0.0
Sonoma,330,14,33466,2156,Jul,2021,38.53,-122.89,86173.0,44071.0,43086.0,42.4,496801.0,360200.0,8266.0,4441.0,21239.0,34952.0,134024.0,3926.0,1576,315.2290609137056,433.97658217274113,2.818029754368449
Stanislaus,1016,15,65494,2435,Jul,2021,37.56,-121,62873.0,27225.0,73072.0,34.3,546235.0,384703.0,16961.0,4738.0,32003.0,47592.0,256424.0,1692.0,1495,365.3745819397993,445.778831455326,2.7460708303202837
Sutter,127,13,10302,577,Jul,2021,39.03,-121.69,63502.0,29495.0,12460.0,35.8,96315.0,61307.0,1894.0,1061.0,15997.0,9518.0,30101.0,404.0,602,159.99169435215947,599.0759487099621,13.497378393811973
Tehama,66,3,5865,159,Jul,2021,40.13,-122.24,48895.0,29012.0,11922.0,40.6,64176.0,53987.0,420.0,865.0,1090.0,4452.0,16435.0,89.0,2950,21.75457627118644,247.75617053103966,4.674644727000747
Trinity,3,0,472,35,Jul,2021,40.65,-123.11,41780.0,26228.0,2860.0,52.4,12541.0,10694.0,65.0,722.0,244.0,332.0,933.0,61.0,3179,3.9449512425290973,279.0846025037876,0.0
Tulare,854,1,60216,1432,Jul,2021,36.22,-118.8,52534.0,22092.0,99610.0,31.2,463955.0,309798.0,7606.0,5955.0,17310.0,37160.0,301919.0,1120.0,4824,96.1764096185738,308.65062344408403,0.21553814486318715
Tuolumne,64,0,4538,382,Jul,2021,38.03,-119.95,60509.0,35694.0,5564.0,48.7,54147.0,46905.0,1007.0,948.0,753.0,2789.0,6810.0,91.0,2221,24.379558757316524,705.486915249229,0.0
Ventura,1044,12,87531,3115,Jul,2021,34.44,-119.09,89295.0,39403.0,74449.0,38.5,845599.0,637686.0,15422.0,6990.0,61239.0,71894.0,361648.0,3998.0,1843,458.8166033640803,368.3779190845779,1.4191123688651477
Yolo,215,2,15474,1023,Jul,2021,38.68,-121.9,73746.0,36036.0,39197.0,31.1,218774.0,145299.0,5694.0,1420.0,31584.0,21326.0,69341.0,4097.0,1015,215.54088669950738,467.6058398164316,0.9141854150858878
Yuba,50,0,6872,552,Jul,2021,39.26,-121.35,59424.0,25774.0,11420.0,33.0,77524.0,56990.0,2632.0,1030.0,5631.0,7561.0,22318.0,175.0,632,122.66455696202532,712.0375625612713,0.0
Alameda,1299,34,111546,14092,Aug,2021,37.65,-121.89,104888.0,49883.0,152060.0,37.8,1661584.0,631037.0,171922.0,11037.0,519249.0,130496.0,369546.0,114029.0,739,2248.4221921515564,848.1063852324047,2.0462402141570935
Alpine,0,0,92,3,Aug,2021,38.6,-119.82,85750.0,37690.0,139.0,47.6,1159.0,663.0,10.0,360.0,6.0,111.0,183.0,4.0,738,1.570460704607046,258.84383088869714,0.0
Amador,53,5,4641,731,Aug,2021,38.45,-120.66,65187.0,33897.0,2872.0,49.9,39023.0,33040.0,931.0,276.0,375.0,2834.0,5591.0,35.0,595,65.58487394957983,1873.2542346821103,12.812956461573943
Butte,215,10,18927,3634,Aug,2021,39.67,-121.6,54972.0,30700.0,39676.0,36.9,223344.0,178568.0,3866.0,2628.0,10743.0,15608.0,37585.0,1010.0,1636,136.51833740831296,1627.0864675119994,4.477398094419371
Calaveras,59,2,3042,733,Aug,2021,38.21,-120.55,67054.0,33027.0,5177.0,52.8,45828.0,40058.0,450.0,518.0,864.0,2912.0,5710.0,142.0,1020,44.92941176470588,1599.4588461202757,4.3641441913240815
Colusa,16,0,2782,423,Aug,2021,39.18,-122.23,59427.0,27614.0,2540.0,35.4,21491.0,17012.0,330.0,239.0,201.0,2308.0,12840.0,13.0,1151,18.671589921807126,1968.2657856777255,0.0
Contra Costa,877,45,91619,14235,Aug,2021,37.92,-121.93,103997.0,50118.0,93021.0,39.9,1147788.0,608789.0,98569.0,5191.0,200159.0,104757.0,295791.0,56093.0,723,1587.5352697095436,1240.2116070215056,3.920584637581156
Del Norte,24,16,2878,1288,Aug,2021,41.74,-123.9,49981.0,24361.0,4223.0,40.0,27692.0,20002.0,747.0,1943.0,880.0,2160.0,5552.0,31.0,1006,27.526838966202785,4651.162790697675,57.778419760219556
El Dorado,119,3,14874,2950,Aug,2021,38.78,-120.52,83710.0,44651.0,16018.0,46.3,190345.0,164552.0,1586.0,1312.0,9111.0,8659.0,24773.0,926.0,1708,111.44320843091334,1549.8174367595682,1.5760855289080355
Fresno,1800,56,128050,14304,Aug,2021,36.76,-119.65,57109.0,25757.0,202296.0,32.4,990204.0,597574.0,46182.0,11604.0,105302.0,84357.0,528293.0,3740.0,5959,166.16949152542372,1444.5508198310652,5.655400301352044
Glenn,20,0,3670,617,Aug,2021,39.6,-122.39,51682.0,23715.0,4201.0,35.9,28060.0,22478.0,218.0,631.0,877.0,886.0,11828.0,24.0,1314,21.354642313546425,2198.859586600143,0.0
Humboldt,52,0,7363,2304,Aug,2021,40.7,-123.88,49235.0,29584.0,26210.0,38.9,136101.0,107151.0,1558.0,6162.0,3948.0,10757.0,16228.0,996.0,3568,38.14489910313901,1692.8604492252075,0.0
Imperial,750,7,33251,1375,Aug,2021,33.04,-115.37,46222.0,18064.0,38408.0,32.5,180580.0,102305.0,4716.0,2111.0,2599.0,19433.0,152880.0,435.0,4177,43.23198467799856,761.4353749030901,3.8763982722339128
Inyo,39,1,1576,121,Aug,2021,36.51,-117.41,59296.0,33404.0,1745.0,45.3,17930.0,13705.0,96.0,1924.0,279.0,1398.0,4115.0,60.0,10181,1.761123661722817,674.8466257668712,5.577244841048523
Kern,1473,48,125636,12420,Aug,2021,35.34,-118.73,54851.0,23855.0,175902.0,31.9,892458.0,603368.0,48530.0,8462.0,43381.0,75215.0,480700.0,2266.0,8132,109.74643384161338,1391.6621286379864,5.378404361885938
Kings,263,15,27895,3169,Aug,2021,36.07,-119.82,61556.0,22919.0,21908.0,32.0,151090.0,95764.0,9820.0,2232.0,5626.0,13228.0,82954.0,149.0,1389,108.77609791216703,2097.4253756039448,9.927857568336753
Lake,77,11,5477,1223,Aug,2021,39.1,-122.75,49254.0,29714.0,11057.0,45.3,64276.0,48712.0,1583.0,2540.0,940.0,3234.0,13667.0,160.0,1256,51.17515923566879,1902.7319683863338,17.113697180907337
Lassen,22,3,6049,561,Aug,2021,40.67,-120.59,56971.0,20928.0,2769.0,36.8,30600.0,24181.0,2713.0,794.0,471.0,1345.0,5893.0,26.0,4541,6.73860383175512,1833.3333333333333,9.80392156862745
Los Angeles,25326,635,1409684,109371,Aug,2021,34.31,-118.23,71358.0,35685.0,1401656.0,36.7,10040682.0,4795186.0,810286.0,78132.0,1488626.0,729532.0,4851344.0,257977.0,4058,2474.293247905372,1089.2785968124476,6.324271598283861
Madera,247,2,20289,2210,Aug,2021,37.22,-119.77,61924.0,23212.0,28062.0,34.1,155925.0,94643.0,4919.0,2503.0,3362.0,11853.0,90958.0,224.0,2137,72.96443612540945,1417.3480840147508,1.282667949334616
Marin,240,1,16580,1589,Aug,2021,38.07,-122.72,121671.0,74446.0,17522.0,47.1,259441.0,199068.0,6001.0,673.0,15060.0,17433.0,41737.0,10060.0,520,498.925,612.4706580686939,0.38544408940761093
Mariposa,10,3,825,325,Aug,2021,37.58,-119.91,50960.0,29882.0,2668.0,51.8,17319.0,15134.0,266.0,392.0,186.0,765.0,2041.0,99.0,1449,11.952380952380953,1876.551763958658,17.322016282695305
Mendocino,59,10,6048,1552,Aug,2021,39.44,-123.39,52915.0,30351.0,13929.0,43.4,87110.0,69709.0,424.0,3789.0,1740.0,6565.0,22354.0,67.0,3506,24.845978322875073,1781.6553782573758,11.479738261967627
Merced,500,26,37049,3987,Aug,2021,37.19,-120.72,56330.0,23677.0,50124.0,31.2,273661.0,139469.0,8190.0,2885.0,20881.0,16931.0,164836.0,948.0,1935,141.42687338501293,1456.9120188846784,9.500805741409993
Modoc,5,0,592,32,Aug,2021,41.59,-120.72,51250.0,25578.0,1537.0,47.6,8853.0,7801.0,123.0,313.0,169.0,201.0,1317.0,0.0,3915,2.261302681992337,361.4593922963967,0.0
Mono,3,0,1418,113,Aug,2021,37.94,-118.89,64924.0,37103.0,1720.0,39.5,14395.0,11966.0,81.0,407.0,633.0,641.0,3893.0,1286.0,3049,4.7212200721548045,784.9947898575894,0.0
Monterey,539,14,47959,2256,Aug,2021,36.22,-121.24,76943.0,32122.0,50052.0,34.7,432977.0,209849.0,11162.0,3072.0,25186.0,29647.0,255512.0,2438.0,3281,131.96494971045414,521.0438429754929,3.2334281035713213
